record_id,Date,Sales_Rep,Customer,Product,COGS,Sales,Country,State
S00622,10/4/18,Tonya J,Whole Foods,MDC Item,8748.7752,9941.79,United States,SouthDakota
S00623,12/26/18,Tonya J,Google,JMU Item,8598.60595,9196.37,United States,Kansas
S00624,10/21/18,Tonya J,Yahoo,WKL Item,8597.4559,9195.14,United States,Nebraska
S00625,11/21/17,Tonya J,Nature Company,NDX Item,5029.8975,8525.25,United States,NorthDakota
S00626,7/28/18,Tonya J,Sherman Williams,DFR Item,2898.1957,6739.99,United States,SouthDakota
S00627,11/3/18,Tonya J,The Economist,QZD Item,3516.601,6393.82,United States,Kansas
S00628,3/20/18,Tonya J,Yahoo,QZK Item,3705.6374,6389.03,United States,Nebraska
S00629,2/10/19,Tonya J,Whole Foods,TYZ Item,2542.4395,5912.65,United States,NorthDakota
S00630,2/20/19,Tonya J,Solar and Wind Inc.,SWY Item,2423.79,5386.2,United States,SouthDakota
S00631,7/8/17,Tonya J,Solar and Wind Inc.,UZJ Item,3734.64,4979.52,United States,Kansas
S00632,6/16/18,Tonya J,ExcelIsVeryFun.com,FKX Item,4235.8008,4813.41,United States,Nebraska
S00633,6/22/18,Tonya J,ExcelIsVeryFun.com,RYL Item,1658.9013,3857.91,United States,NorthDakota
S00634,6/18/18,Tonya J,Home Depot,YSR Item,1527.282,3393.96,United States,SouthDakota
S00635,7/1/18,Tonya J,The Economist,NZW Item,2448.4097,2618.62,United States,Kansas
S00636,7/15/18,Tonya J,Google,IAF Item,1908.5475,2544.73,United States,Nebraska
S00637,9/16/17,Tonya J,McLendon's Hardware,MIY Item,828.5928,2239.44,United States,NorthDakota
S00638,3/12/18,Tonya J,ExcelIsVeryFun.com,UKX Item,1499.6312,2205.34,United States,SouthDakota
S00639,7/28/18,Tonya J,Yahoo,DQI Item,1115.2845,2027.79,United States,Kansas
S00640,6/24/18,Tonya J,Costco,RLH Item,1402.9664,1594.28,United States,Nebraska
S00641,1/20/18,Tonya J,Office Depot,KZG Item,466.6489,1085.23,United States,NorthDakota
S00642,3/28/18,Tonya J,Solar and Wind Inc.,PPV Item,374.3919,1011.87,United States,SouthDakota
S00643,3/8/19,Vivien R,ExcelIsVeryFun.com,QNH Item,4014.9745,9337.15,United States,Kansas
S00644,2/11/19,Vivien R,Peet's Coffee,LES Item,4972.22,9040.4,United States,Nebraska
S00645,7/24/17,Vivien R,The Economist,TAK Item,3807.972,8462.16,United States,NorthDakota
S00646,7/30/18,Vivien R,McLendon's Hardware,XCL Item,5237.0175,6982.69,United States,SouthDakota
S00647,12/3/18,Vivien R,Google,DKL Item,2314.6083,5382.81,United States,Kansas
S00648,9/7/18,Vivien R,Costco,OEX Item,1880.0403,5081.19,United States,Nebraska
S00649,10/12/18,Vivien R,Solar and Wind Inc.,UJM Item,1077.804,2395.12,United States,NorthDakota
S00650,4/3/18,Abdisamad A,Whole Foods,OWA Item,7959.1864,9044.53,United States,Maine
S00651,10/4/18,Abdisamad A,ExcelIsVeryFun.com,VFX Item,5254.0208,8905.12,United States,NewHampshire
S00652,3/23/18,Abdisamad A,Costco,OZO Item,7978.40175,8533.05,United States,Vermont
S00653,11/17/18,Abdisamad A,Solar and Wind Inc.,FNL Item,4996.3206,8468.34,United States,Massachusetts
S00654,7/16/18,Abdisamad A,Amazon.com,RLQ Item,6263.6175,8351.49,United States,RhodeIsland
S00655,7/14/18,Abdisamad A,Whole Foods,GQT Item,7702.4739,8237.94,United States,Connecticut
S00656,4/28/18,Abdisamad A,Office Depot,QKB Item,3493.0534,8123.38,United States,NewYork
S00657,10/29/18,Abdisamad A,Amazon.com,VXX Item,2969.99,8027,United States,NewJersey
S00658,5/2/19,Abdisamad A,Amazon.com,TRJ Item,5363.0444,7886.83,United States,Pennsylvania
S00659,5/4/18,Abdisamad A,Office Depot,RUJ Item,2880.6572,7785.56,United States,Maine
S00660,8/13/17,Abdisamad A,Yahoo,WYM Item,2791.8868,7545.64,United States,NewHampshire
S00661,10/16/17,Abdisamad A,Home Depot,OBL Item,3394.8045,7544.01,United States,Vermont
S00662,8/20/18,Abdisamad A,Solar and Wind Inc.,YNW Item,4020.2932,6931.54,United States,Massachusetts
S00663,12/29/18,Abdisamad A,Home Depot,BOQ Item,3964.5146,6835.37,United States,RhodeIsland
S00664,12/27/17,Abdisamad A,Home Depot,XYL Item,4638.9192,6821.94,United States,Connecticut
S00665,6/26/17,Abdisamad A,Amazon.com,AHN Item,5927.724,6736.05,United States,NewYork
S00666,12/7/18,Abdisamad A,ExcelIsVeryFun.com,AIQ Item,4257.4392,6260.94,United States,NewJersey
S00667,12/13/17,Abdisamad A,The Economist,YDO Item,3371.7255,6130.41,United States,Pennsylvania
S00668,7/28/18,Abdisamad A,Nature Company,NUV Item,3967.77,5290.36,United States,Maine
S00669,5/24/18,Abdisamad A,Peet's Coffee,YXD Item,3591.2772,5281.29,United States,NewHampshire
S00670,12/20/18,Abdisamad A,Office Depot,EIE Item,2212.823,5146.1,United States,Vermont
S00671,11/29/17,Abdisamad A,Home Depot,SIW Item,2962.6168,5107.96,United States,Massachusetts
S00672,10/2/18,Abdisamad A,Office Depot,XYR Item,1844.1947,4984.31,United States,RhodeIsland
S00673,3/1/18,Abdisamad A,Google,DNC Item,2122.8412,4936.84,United States,Connecticut
S00674,6/11/18,Abdisamad A,Yahoo,VTW Item,2204.4645,4898.81,United States,NewYork
S00675,5/18/19,Abdisamad A,The Economist,DIO Item,4246.57365,4541.79,United States,NewJersey
S00676,5/19/19,Abdisamad A,McLendon's Hardware,TLJ Item,3908.8896,4441.92,United States,Pennsylvania
S00677,4/1/19,Abdisamad A,Sherman Williams,CUK Item,1908.765,4241.7,United States,Maine
S00678,10/26/17,Abdisamad A,The Economist,LHW Item,2137.2927,3622.53,United States,NewHampshire
S00679,9/7/17,Abdisamad A,Home Depot,MDN Item,1465.875,3257.5,United States,Vermont
S00680,10/29/18,Abdisamad A,Office Depot,RAR Item,1879.0782,3239.79,United States,Massachusetts
S00681,1/13/18,Abdisamad A,Sherman Williams,ACE Item,2235.21,2980.28,United States,RhodeIsland
S00682,9/28/17,Abdisamad A,Costco,AJA Item,1582.7476,2327.57,United States,Connecticut
S00683,10/23/18,Abdisamad A,Sherman Williams,RRI Item,1978.9616,2248.82,United States,NewYork
S00684,6/7/19,Abdisamad A,Google,XPW Item,1155.048,1698.6,United States,NewJersey
S00685,10/22/18,Abdisamad A,Nature Company,WLY Item,819.2368,1204.76,United States,Pennsylvania
S00686,12/20/18,Abdisamad A,Yahoo,RLL Item,653.4715,1188.13,United States,Maine
S00687,2/22/19,Abdisamad A,Amazon.com,XAC Item,793.9068,1167.51,United States,NewHampshire
S00688,9/10/17,Abdisamad A,Solar and Wind Inc.,ALR Item,1017.92515,1088.69,United States,Vermont
S00689,8/6/18,Abdisamad A,Peet's Coffee,CJN Item,540.8094,932.43,United States,Massachusetts
S00690,4/5/18,Abdisamad A,Peet's Coffee,OLS Item,789.0696,896.67,United States,RhodeIsland
S00691,11/22/18,Analyssa C,Costco,SXM Item,5646.1289,9569.71,United States,Connecticut
S00692,8/22/17,Analyssa C,Office Depot,KVH Item,3539.2165,9565.45,United States,NewYork
S00693,12/14/17,Analyssa C,Peet's Coffee,FXF Item,6245.3716,9184.37,United States,NewJersey
S00694,4/4/19,Analyssa C,Yahoo,QMS Item,4973.4025,9042.55,United States,Pennsylvania
S00695,10/24/18,Analyssa C,Solar and Wind Inc.,YFR Item,8350.1297,8930.62,United States,Maine
S00696,8/5/17,Analyssa C,The Economist,STZ Item,3793.5288,8822.16,United States,NewHampshire
S00697,5/4/19,Analyssa C,Sherman Williams,OEH Item,7980.08475,8534.85,United States,Vermont
S00698,1/24/19,Analyssa C,Google,NNA Item,7774.04815,8314.49,United States,Massachusetts
S00699,7/1/18,Analyssa C,Office Depot,CMU Item,5412.7864,7959.98,United States,RhodeIsland
S00700,4/6/18,Analyssa C,McLendon's Hardware,RUD Item,7375.15845,7887.87,United States,Connecticut
S00701,1/19/19,Analyssa C,Amazon.com,FLK Item,5358.7672,7880.54,United States,NewYork
S00702,6/14/18,Analyssa C,McLendon's Hardware,GFC Item,4333.6535,7879.37,United States,NewJersey
S00703,11/13/18,Analyssa C,Whole Foods,KNX Item,4231.4635,7693.57,United States,Pennsylvania
S00704,4/11/19,Analyssa C,Whole Foods,BZU Item,3267.6044,7599.08,United States,Maine
S00705,7/27/17,Analyssa C,Google,MXD Item,7078.8476,7570.96,United States,NewHampshire
S00706,10/16/18,Analyssa C,Sherman Williams,GHH Item,5137.5224,7555.18,United States,Vermont
S00707,5/10/19,Analyssa C,Sherman Williams,IWV Item,4030.73,7328.6,United States,Massachusetts
S00708,3/22/18,Analyssa C,Office Depot,OOC Item,4231.2276,7295.22,United States,RhodeIsland
S00709,6/25/18,Analyssa C,Office Depot,YVZ Item,3282.3225,7294.05,United States,Connecticut
S00710,12/29/18,Analyssa C,Sherman Williams,LEO Item,3132.6833,7285.31,United States,NewYork
S00711,2/7/19,Analyssa C,Yahoo,GXR Item,4087.695,7047.75,United States,NewJersey
S00712,8/27/18,Analyssa C,Office Depot,JZR Item,3424.916,6227.12,United States,Pennsylvania
S00713,4/25/18,Analyssa C,Peet's Coffee,QVT Item,3392.0645,6167.39,United States,Maine
S00714,9/17/17,Analyssa C,Solar and Wind Inc.,GTR Item,2852.168,5185.76,United States,NewHampshire
S00715,5/21/18,Analyssa C,Office Depot,UBV Item,1886.9038,5099.74,United States,Vermont
S00716,7/17/18,Analyssa C,Office Depot,BRS Item,1869.8098,5053.54,United States,Massachusetts
S00717,6/30/17,Analyssa C,The Economist,NQA Item,2705.6095,4919.29,United States,RhodeIsland
S00718,6/14/19,Analyssa C,Costco,ZET Item,2065.113,4589.14,United States,Connecticut
S00719,10/20/18,Analyssa C,ExcelIsVeryFun.com,ZPB Item,1644.7018,4445.14,United States,NewYork
S00720,4/29/18,Analyssa C,Home Depot,GKA Item,2259.7885,3830.15,United States,NewJersey
S00721,2/10/18,Analyssa C,Costco,ISU Item,2590.3504,2943.58,United States,Pennsylvania
S00722,9/7/17,Analyssa C,Nature Company,GYK Item,1864.6688,2742.16,United States,Maine
S00723,6/25/17,Analyssa C,Peet's Coffee,BJA Item,2357.4342,2521.32,United States,NewHampshire
S00724,7/14/17,Analyssa C,Peet's Coffee,YID Item,1143.3482,1971.29,United States,Vermont
S00725,3/25/19,Analyssa C,Peet's Coffee,HXH Item,1044.978,1899.96,United States,Massachusetts
S00726,2/25/19,Analyssa C,ExcelIsVeryFun.com,RUH Item,1315.10555,1406.53,United States,RhodeIsland
S00727,12/19/17,Analyssa C,Home Depot,QZJ Item,766.8992,1322.24,United States,Connecticut
S00728,6/19/17,Analyssa C,ExcelIsVeryFun.com,ZRG Item,581.0124,854.43,United States,NewYork
S00729,9/8/17,Analyssa C,Yahoo,RMU Item,422.7245,768.59,United States,NewJersey
S00730,5/16/19,Analyssa C,Sherman Williams,ONY Item,272.133,604.74,United States,Pennsylvania
S00731,1/5/19,Analyssa C,Yahoo,LVD Item,241.6575,322.21,United States,Maine
S00732,1/5/18,Analyssa C,Home Depot,QIF Item,219.0076,322.07,United States,NewHampshire
S00733,4/14/19,Anastasiya A,Whole Foods,NXJ Item,5822.4976,9868.64,United States,Vermont
S00734,8/10/17,Anastasiya A,Home Depot,YQI Item,5710.9874,9846.53,United States,Massachusetts
S00735,9/23/17,Anastasiya A,Costco,PEB Item,4089.386,9510.2,United States,RhodeIsland
S00736,6/15/19,Anastasiya A,Amazon.com,ZET Item,6971.4975,9295.33,United States,Connecticut
S00737,12/28/18,Anastasiya A,ExcelIsVeryFun.com,NYZ Item,6404.2725,8539.03,United States,NewYork
S00738,11/25/17,Anastasiya A,Peet's Coffee,MIP Item,3066.8079,8288.67,United States,NewJersey
S00739,4/16/19,Anastasiya A,The Economist,ESO Item,6989.4616,7942.57,United States,Pennsylvania
S00740,8/1/17,Anastasiya A,ExcelIsVeryFun.com,FQM Item,5948.055,7930.74,United States,Maine
S00741,5/26/19,Anastasiya A,Google,HFP Item,5846.415,7795.22,United States,NewHampshire
S00742,7/31/17,Anastasiya A,Home Depot,GFM Item,6526.0448,7415.96,United States,Vermont
S00743,8/30/17,Anastasiya A,Sherman Williams,GBM Item,3131.6126,7282.82,United States,Massachusetts
S00744,12/18/17,Anastasiya A,Home Depot,XQE Item,2692.7083,7277.59,United States,RhodeIsland
S00745,10/23/18,Anastasiya A,The Economist,NLA Item,6467.956,6917.6,United States,Connecticut
S00746,11/21/17,Anastasiya A,Whole Foods,OXF Item,2500.83,6759,United States,NewYork
S00747,3/2/19,Anastasiya A,McLendon's Hardware,YJU Item,3802.886,6556.7,United States,NewJersey
S00748,12/25/17,Anastasiya A,The Economist,WLY Item,2281.6309,6166.57,United States,Pennsylvania
S00749,4/29/18,Anastasiya A,Solar and Wind Inc.,SYA Item,2646.4608,6154.56,United States,Maine
S00750,6/10/18,Anastasiya A,Costco,IWN Item,5331.82815,5702.49,United States,NewHampshire
S00751,8/17/17,Anastasiya A,Yahoo,CTU Item,3740.28,4987.04,United States,Vermont
S00752,8/23/18,Anastasiya A,Nature Company,CLP Item,2798.036,4824.2,United States,Massachusetts
S00753,9/20/18,Anastasiya A,ExcelIsVeryFun.com,DSF Item,2832.6726,4801.14,United States,RhodeIsland
S00754,5/14/19,Anastasiya A,ExcelIsVeryFun.com,MBI Item,3559.26,4745.68,United States,Connecticut
S00755,5/9/18,Anastasiya A,McLendon's Hardware,ZAP Item,2723.9468,4696.46,United States,NewYork
S00756,3/1/18,Anastasiya A,Nature Company,KHQ Item,1679.8925,4540.25,United States,NewJersey
S00757,2/23/19,Anastasiya A,Amazon.com,KKR Item,2010.0105,4466.69,United States,Pennsylvania
S00758,10/7/17,Anastasiya A,Yahoo,XLN Item,1155.0808,3121.84,United States,Maine
S00759,9/6/17,Anastasiya A,Amazon.com,JHF Item,1823.277,3090.3,United States,NewHampshire
S00760,9/20/17,Anastasiya A,Yahoo,FZD Item,2081.2875,2775.05,United States,Vermont
S00761,4/15/18,Anastasiya A,Nature Company,YCM Item,2393.1864,2719.53,United States,Massachusetts
S00762,6/9/19,Anastasiya A,Google,HFJ Item,1381.676,2382.2,United States,RhodeIsland
S00763,3/22/18,Anastasiya A,Whole Foods,ZUU Item,1371.7087,2324.93,United States,Connecticut
S00764,1/23/18,Anastasiya A,Google,SHF Item,1700.5384,1932.43,United States,NewYork
S00765,5/4/18,Anastasiya A,Nature Company,WVD Item,1018.347,1851.54,United States,NewJersey
S00766,10/28/17,Anastasiya A,Peet's Coffee,YOD Item,1701.0268,1819.28,United States,Pennsylvania
S00767,3/8/19,Anastasiya A,Solar and Wind Inc.,MMT Item,975.7385,1774.07,United States,Maine
S00768,6/1/19,Anastasiya A,Office Depot,EKD Item,1276.155,1701.54,United States,NewHampshire
S00769,10/5/17,Anastasiya A,Home Depot,PFM Item,851.5275,1135.37,United States,Vermont
S00770,3/31/19,Anastasiya A,Home Depot,GSJ Item,714.1564,1050.23,United States,Massachusetts
S00771,12/24/17,Anastasiya A,The Economist,BFQ Item,435.4008,1012.56,United States,RhodeIsland
S00772,3/3/19,Anastasiya A,The Economist,WUG Item,428.1212,738.14,United States,Connecticut
S00773,1/6/19,Anastasiya A,Office Depot,BWK Item,124.4595,226.29,United States,NewYork
S00774,3/20/19,Anastasiya A,The Economist,BVK Item,86.1591,200.37,United States,NewJersey
S00775,3/14/18,Barbara C,Nature Company,AHM Item,5525.3874,9526.53,United States,Pennsylvania
S00776,10/7/17,Barbara C,Home Depot,NSZ Item,3454.6789,9336.97,United States,Maine
S00777,1/26/19,Barbara C,Home Depot,HPV Item,6225.6312,9155.34,United States,NewHampshire
S00778,12/17/17,Barbara C,Yahoo,ICX Item,4085.4915,9078.87,United States,Vermont
S00779,10/2/18,Barbara C,Solar and Wind Inc.,NXT Item,7832.0792,8900.09,United States,Massachusetts
S00780,8/15/18,Barbara C,Google,QUZ Item,3745.9923,8711.61,United States,RhodeIsland
S00781,4/12/19,Barbara C,Amazon.com,GXO Item,4866.6002,8390.69,United States,Connecticut
S00782,7/9/17,Barbara C,Home Depot,MGK Item,3034.3885,8201.05,United States,NewYork
S00783,8/28/18,Barbara C,Amazon.com,HUM Item,5503.7976,8093.82,United States,NewJersey
S00784,4/17/18,Barbara C,Google,WBL Item,4714.631,7990.9,United States,Pennsylvania
S00785,9/1/17,Barbara C,Home Depot,JJX Item,5018.3728,7379.96,United States,Maine
S00786,2/18/19,Barbara C,Sherman Williams,UHW Item,6112.90845,6537.87,United States,NewHampshire
S00787,7/26/18,Barbara C,Google,ADC Item,3562.196,6476.72,United States,Vermont
S00788,5/18/18,Barbara C,Office Depot,PAY Item,3795.6057,6433.23,United States,Massachusetts
S00789,12/4/18,Barbara C,Peet's Coffee,RRO Item,5053.60955,5404.93,United States,RhodeIsland
S00790,11/24/17,Barbara C,Amazon.com,YJF Item,3068.3972,5290.34,United States,Connecticut
S00791,5/10/19,Barbara C,Whole Foods,FPN Item,1855.4205,5014.65,United States,NewYork
S00792,12/11/17,Barbara C,Whole Foods,NEU Item,4424.61635,4732.21,United States,NewJersey
S00793,9/6/18,Barbara C,Peet's Coffee,MQK Item,1421.2145,3305.15,United States,Pennsylvania
S00794,12/18/17,Barbara C,Google,NBZ Item,1826.6172,3149.34,United States,Maine
S00795,2/17/19,Barbara C,Amazon.com,LRX Item,1350.063,3000.14,United States,NewHampshire
S00796,8/16/18,Barbara C,Amazon.com,PTJ Item,1384.196,2516.72,United States,Vermont
S00797,12/14/18,Barbara C,Amazon.com,SVF Item,947.6383,2203.81,United States,Massachusetts
S00798,6/24/17,Barbara C,Whole Foods,TMT Item,1860.82765,1990.19,United States,RhodeIsland
S00799,6/8/18,Barbara C,Whole Foods,BNY Item,1030.26,1873.2,United States,Connecticut
S00800,4/23/18,Barbara C,Amazon.com,XQQ Item,406.7085,739.47,United States,NewYork
S00801,11/3/17,Barbara C,Yahoo,LUR Item,462.1008,679.56,United States,NewJersey
S00802,7/8/18,Barbara C,Solar and Wind Inc.,NCT Item,365.057,663.74,United States,Pennsylvania
S00803,12/29/18,Barbara C,Whole Foods,FZS Item,359.2636,619.42,United States,Maine
S00804,8/10/18,Barbara C,Google,RBW Item,346.7184,509.88,United States,NewHampshire
S00805,8/10/17,Barbara C,Peet's Coffee,WWQ Item,169.1525,307.55,United States,Vermont
S00806,3/8/19,Barbara C,Whole Foods,XOS Item,218.2725,291.03,United States,Massachusetts
S00807,4/23/18,Catherine W,Home Depot,ZQR Item,3671.8541,9923.93,United States,RhodeIsland
S00808,5/17/19,Catherine W,Sherman Williams,TUV Item,5365.173,9754.86,United States,Connecticut
S00809,2/15/18,Catherine W,ExcelIsVeryFun.com,BAR Item,5537.9406,9386.34,United States,NewYork
S00810,1/4/18,Catherine W,Amazon.com,MQU Item,3692.1176,8586.32,United States,NewJersey
S00811,4/14/18,Catherine W,Nature Company,OBJ Item,7994.1378,8549.88,United States,Pennsylvania
S00812,8/1/17,Catherine W,Yahoo,MOQ Item,4595.206,8354.92,United States,Maine
S00813,12/31/18,Catherine W,Google,YLN Item,6969.4713,7453.98,United States,NewHampshire
S00814,5/11/18,Catherine W,Sherman Williams,RVY Item,6236.3576,7086.77,United States,Vermont
S00815,8/16/18,Catherine W,The Economist,MKI Item,4670.8316,6868.87,United States,Massachusetts
S00816,10/31/17,Catherine W,Amazon.com,YZE Item,3592.006,6530.92,United States,RhodeIsland
S00817,3/1/18,Catherine W,Home Depot,AUW Item,2741.958,6093.24,United States,Connecticut
S00818,1/11/18,Catherine W,Nature Company,PBH Item,5217.1856,5928.62,United States,NewYork
S00819,4/30/18,Catherine W,Solar and Wind Inc.,HJD Item,5032.5627,5382.42,United States,NewJersey
S00820,6/17/17,Catherine W,Whole Foods,TPR Item,2181.24,4847.2,United States,Pennsylvania
S00821,5/1/19,Catherine W,Home Depot,STH Item,2081.3032,4840.24,United States,Maine
S00822,7/31/17,Catherine W,Sherman Williams,TPW Item,2830.6725,4797.75,United States,NewHampshire
S00823,3/16/18,Catherine W,The Economist,RYS Item,4446.2055,4755.3,United States,Vermont
S00824,4/5/18,Catherine W,Nature Company,HLL Item,4007.9864,4554.53,United States,Massachusetts
S00825,7/1/17,Catherine W,ExcelIsVeryFun.com,UTO Item,2656.3393,4502.27,United States,RhodeIsland
S00826,2/17/18,Catherine W,Solar and Wind Inc.,LVN Item,2045.5123,3466.97,United States,Connecticut
S00827,9/14/17,Catherine W,Office Depot,GOZ Item,3229.116,3453.6,United States,NewYork
S00828,12/22/18,Catherine W,Nature Company,NXU Item,2974.30045,3181.07,United States,NewJersey
S00829,4/30/19,Catherine W,Yahoo,IAJ Item,2796.4024,3177.73,United States,Pennsylvania
S00830,3/2/19,Catherine W,Nature Company,JHA Item,2779.3623,2972.58,United States,Maine
S00831,6/19/18,Catherine W,Google,HZK Item,1255.9913,2920.91,United States,NewHampshire
S00832,4/7/19,Catherine W,Amazon.com,PZY Item,1664.5014,2869.83,United States,Vermont
S00833,12/17/18,Catherine W,Costco,WWD Item,1528.835,2779.7,United States,Massachusetts
S00834,10/17/18,Catherine W,Nature Company,NYN Item,2487.8293,2660.78,United States,RhodeIsland
S00835,5/25/18,Catherine W,Peet's Coffee,KBP Item,1310.3708,2259.26,United States,Connecticut
S00836,9/3/18,Catherine W,Office Depot,SYU Item,986.931,2193.18,United States,NewYork
S00837,9/12/18,Catherine W,McLendon's Hardware,XAX Item,974.2635,2165.03,United States,NewJersey
S00838,6/10/18,Catherine W,Sherman Williams,ZKE Item,1619.6175,2159.49,United States,Pennsylvania
S00839,8/4/17,Catherine W,Nature Company,HQT Item,839.187,1864.86,United States,Maine
S00840,9/3/18,Catherine W,The Economist,GOB Item,610.137,1355.86,United States,NewHampshire
S00841,5/19/18,Catherine W,Google,POE Item,589.887,1310.86,United States,Vermont
S00842,7/22/17,Catherine W,The Economist,KSG Item,649.5005,1180.91,United States,Massachusetts
S00843,1/20/19,Catherine W,Peet's Coffee,KFL Item,871.2176,990.02,United States,RhodeIsland
S00844,7/24/17,Catherine W,Whole Foods,IIA Item,660.7575,881.01,United States,Connecticut
S00845,7/25/17,Cherry M,Amazon.com,MYN Item,4488.714,9974.92,United States,NewYork
S00846,11/1/17,Cherry M,Amazon.com,EAJ Item,3679.8239,9945.47,United States,NewJersey
S00847,7/18/17,Cherry M,Office Depot,WCT Item,5438.6365,9888.43,United States,Pennsylvania
S00848,6/24/17,Cherry M,McLendon's Hardware,CTT Item,4968.8375,9034.25,United States,Maine
S00849,9/6/17,Cherry M,Google,XGP Item,4774.7205,8681.31,United States,NewHampshire
S00850,3/6/19,Cherry M,Solar and Wind Inc.,JMV Item,7657.3321,8189.66,United States,Vermont
S00851,2/12/19,Cherry M,McLendon's Hardware,JXF Item,5925.915,7901.22,United States,Massachusetts
S00852,4/12/18,Cherry M,Home Depot,MQP Item,4296.4138,7407.61,United States,RhodeIsland
S00853,2/25/19,Cherry M,Google,KAP Item,4071.8319,6901.41,United States,Connecticut
S00854,8/16/17,Cherry M,Peet's Coffee,DOR Item,5014.3632,5698.14,United States,NewYork
S00855,11/23/18,Cherry M,ExcelIsVeryFun.com,QQJ Item,3256.9668,5615.46,United States,NewJersey
S00856,12/11/18,Cherry M,Home Depot,WPD Item,3140.5782,5414.79,United States,Pennsylvania
S00857,5/1/19,Cherry M,ExcelIsVeryFun.com,HJR Item,3084.0746,5317.37,United States,Maine
S00858,1/31/18,Cherry M,Nature Company,WPR Item,3331.048,4898.6,United States,NewHampshire
S00859,3/26/19,Cherry M,Costco,OEI Item,1619.5635,3599.03,United States,Vermont
S00860,6/14/19,Cherry M,Peet's Coffee,EJL Item,2315.434,3405.05,United States,Massachusetts
S00861,3/19/18,Cherry M,Google,ELH Item,1911.2775,2548.37,United States,RhodeIsland
S00862,4/9/19,Cherry M,Home Depot,JMN Item,1786.3472,2029.94,United States,Connecticut
S00863,12/14/18,Cherry M,Costco,GYO Item,1066.285,1938.7,United States,NewYork
S00864,7/2/17,Cherry M,Sherman Williams,OYO Item,836.176,1520.32,United States,NewJersey
S00865,7/13/17,Cherry M,Home Depot,FYP Item,690.3334,1190.23,United States,Pennsylvania
S00866,3/29/19,Cherry M,McLendon's Hardware,BYN Item,525.5612,906.14,United States,Maine
S00867,1/17/19,Cherry M,The Economist,GAK Item,345.5158,585.62,United States,NewHampshire
S00868,1/1/19,Cherry M,Google,ZDE Item,429.2175,572.29,United States,Vermont
S00869,3/23/18,Cherry M,ExcelIsVeryFun.com,BBM Item,522.44995,558.77,United States,Massachusetts
S00870,1/18/18,Cherry M,McLendon's Hardware,ZDE Item,404.3025,539.07,United States,RhodeIsland
S00871,4/19/18,Cherry M,Peet's Coffee,CLP Item,231.826,399.7,United States,Connecticut
S00872,1/5/19,Cherry M,Costco,URE Item,122.8216,131.36,United States,NewYork
S00873,2/13/19,Dan,Yahoo,XDA Item,4096.3993,9526.51,United States,NewJersey
S00874,11/2/18,Dan,Sherman Williams,PXY Item,8071.50905,8632.63,United States,Pennsylvania
S00875,11/12/17,Dan,Amazon.com,TWG Item,6395.6775,8527.57,United States,Maine
S00876,10/10/17,Dan,Whole Foods,NCR Item,6162.915,8217.22,United States,NewHampshire
S00877,9/8/18,Dan,Solar and Wind Inc.,PZG Item,4463.1966,7564.74,United States,Vermont
S00878,3/4/19,Dan,ExcelIsVeryFun.com,OBP Item,5659.935,7546.58,United States,Massachusetts
S00879,12/29/17,Dan,Amazon.com,FVR Item,3325.6755,7390.39,United States,RhodeIsland
S00880,11/30/17,Dan,Yahoo,UMJ Item,6499.43745,6951.27,United States,Connecticut
S00881,9/20/17,Dan,Sherman Williams,DWZ Item,6055.1832,6880.89,United States,NewYork
S00882,4/14/19,Dan,Whole Foods,PVI Item,6416.83955,6862.93,United States,NewJersey
S00883,3/15/19,Dan,Amazon.com,UZF Item,5948.1664,6759.28,United States,Pennsylvania
S00884,6/16/18,Dan,Office Depot,IKV Item,4949.535,6599.38,United States,Maine
S00885,6/26/17,Dan,Yahoo,BRH Item,3712.2151,6291.89,United States,NewHampshire
S00886,11/7/17,Dan,Yahoo,PUJ Item,3407.4755,6195.41,United States,Vermont
S00887,12/26/18,Dan,Nature Company,EMO Item,5533.4048,5918.08,United States,Massachusetts
S00888,1/12/18,Dan,Yahoo,ONK Item,2647.8405,5884.09,United States,RhodeIsland
S00889,8/16/17,Dan,Google,NNF Item,4345.56,5794.08,United States,Connecticut
S00890,9/5/18,Dan,Home Depot,ALH Item,3209.3817,5439.63,United States,NewYork
S00891,5/3/19,Dan,Whole Foods,GPA Item,4846.95585,5183.91,United States,NewJersey
S00892,11/24/18,Dan,Office Depot,CPL Item,2959.0962,5101.89,United States,Pennsylvania
S00893,10/14/17,Dan,Nature Company,TIN Item,4442.5744,5048.38,United States,Maine
S00894,11/26/17,Dan,Office Depot,PAR Item,3950.3464,4489.03,United States,NewHampshire
S00895,3/31/18,Dan,Amazon.com,VUJ Item,1762.2389,4098.23,United States,Vermont
S00896,10/15/17,Dan,Amazon.com,YPH Item,2648.9625,3531.95,United States,Massachusetts
S00897,12/5/17,Dan,ExcelIsVeryFun.com,VMX Item,2498.985,3331.98,United States,RhodeIsland
S00898,1/22/19,Dan,Solar and Wind Inc.,KFK Item,1334.4362,3103.34,United States,Connecticut
S00899,9/1/18,Dan,The Economist,SGX Item,1617.1848,1837.71,United States,NewYork
S00900,4/7/19,Dan,Nature Company,ASS Item,913.3028,1574.66,United States,NewJersey
S00901,10/23/17,Dan,Whole Foods,GHZ Item,564.322,1026.04,United States,Pennsylvania
S00902,11/9/18,Dan,Google,TTM Item,203.685,271.58,United States,Maine
